Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
HZ1 - Taxis - VTC;2018;1;2018-03-31;2336.0;471.0;5457.0;13138.0;22176852.0
KZ - Activités financières et d'assurance;2018;1;2018-03-31;1022.0;365.0;3494.0;6931.0;18773969.0
N1 - Activités de nettoyage;2018;2;2018-06-30;3403.0;891.0;25528.0;39415.0;89663959.0
S1 - Réparations hors automobile;2018;2;2018-06-30;1101.0;464.0;16505.0;23309.0;54464890.0
S3 - Autres services personnels;2018;2;2018-06-30;4327.0;1508.0;34107.0;52348.0;94809492.0
HZ1 - Taxis - VTC;2018;4;2018-12-31;2071.0;2543.0;7641.0;15504.0;33269615.0
IZ2 - Restauration et débits de boissons;2018;4;2018-12-31;2797.0;4870.0;19165.0;33713.0;99649254.0
N1 - Activités de nettoyage;2018;4;2018-12-31;2798.0;3963.0;27438.0;40076.0;106770861.0
AZ - Agriculture, sylviculture et pêche;2019;1;2019-03-31;171.0;46.0;1737.0;2650.0;6113729.0
F1 - BTP gros-oeuvre;2019;1;2019-03-31;4428.0;1086.0;31018.0;51456.0;172240422.0
JZ - Informatique, information et communication;2019;1;2019-03-31;7808.0;2207.0;29235.0;57329.0;143402325.0
M3 - Conseil pour les affaires et autres conseils de gestion;2019;1;2019-03-31;13647.0;4672.0;38486.0;87334.0;205729505.0
N1 - Activités de nettoyage;2019;1;2019-03-31;4663.0;992.0;27996.0;43747.0;94950201.0
F1 - BTP gros-oeuvre;2019;2;2019-06-30;3714.0;991.0;33383.0;54179.0;208558144.0
F2 - BTP travaux d'installation;2019;2;2019-06-30;3230.0;1027.0;28037.0;43338.0;197865686.0
M3 - Conseil pour les affaires et autres conseils de gestion;2019;2;2019-06-30;11848.0;4532.0;41825.0;94650.0;231375143.0
CZ2 - Métiers de bouche;2019;3;2019-09-30;1347.0;681.0;14592.0;23212.0;69620682.0
G6 - Commerce de détail non spécialisé;2019;3;2019-09-30;4398.0;2062.0;23050.0;46471.0;95779432.0
HZ4 - Autres activités de transports et entreposage;2019;3;2019-09-30;312.0;166.0;1864.0;4006.0;7300265.0
LZ - Activités immobilières;2019;3;2019-09-30;3583.0;1322.0;16489.0;35399.0;135520811.0
M1 - Activités juridiques;2019;3;2019-09-30;91.0;45.0;1020.0;1464.0;7260600.0
M2 - Activités comptables, de conseil et d'ingénierie;2019;3;2019-09-30;5089.0;2201.0;29845.0;57834.0;149158564.0
N1 - Activités de nettoyage;2019;3;2019-09-30;5159.0;1151.0;32988.0;51414.0;127631697.0
G2 - Commerce de gros, intermédiaires du commerce;2019;4;2019-12-31;4728.0;4865.0;22316.0;44743.0;161331564.0
HZ3 - Activités de poste et de courrier;2019;4;2019-12-31;13420.0;11630.0;23849.0;85833.0;46409304.0
IZ2 - Restauration et débits de boissons;2019;4;2019-12-31;3972.0;4774.0;22446.0;40679.0;125494359.0
M3 - Conseil pour les affaires et autres conseils de gestion;2019;4;2019-12-31;11682.0;13007.0;46584.0;98679.0;279758992.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2019;4;2019-12-31;3695.0;3644.0;24548.0;42810.0;110000633.0
CZ1 - Industrie;2020;2;2020-06-30;5205.0;1188.0;53278.0;93981.0;156453712.0
F3 - BTP travaux de finition;2020;2;2020-06-30;3733.0;1131.0;55132.0;95152.0;305899547.0
G5 - Commerce de détail sur marchés non classé ailleurs;2020;2;2020-06-30;1173.0;578.0;23483.0;50842.0;47621981.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2020;2;2020-06-30;2581.0;703.0;22552.0;47819.0;83796091.0
UZ - Autres;2020;2;2020-06-30;1.0;0.0;24.0;60.0;85127.0
AZ - Agriculture, sylviculture et pêche;2020;3;2020-09-30;144.0;42.0;2043.0;3041.0;8105974.0
F2 - BTP travaux d'installation;2020;3;2020-09-30;4123.0;1135.0;33729.0;54060.0;247145465.0
F3 - BTP travaux de finition;2020;3;2020-09-30;5231.0;1606.0;61837.0;98777.0;396417070.0
KZ - Activités financières et d'assurance;2020;4;2020-12-31;1052.0;1408.0;6149.0;10928.0;41602361.0
N2 - Autres activités de service administratif et de soutien;2020;4;2020-12-31;4432.0;6269.0;34487.0;60798.0;141859363.0
PZ - Enseignement;2020;4;2020-12-31;7406.0;8897.0;66452.0;104107.0;233658681.0
S1 - Réparations hors automobile;2020;4;2020-12-31;2254.0;2026.0;20170.0;29385.0;77293138.0
S3 - Autres services personnels;2020;4;2020-12-31;6455.0;7181.0;53602.0;84883.0;138985337.0
HZ2 - Transports routier de fret et déménagement;2021;1;2021-03-31;793.0;236.0;2347.0;5902.0;7751704.0
IZ1 - Hébergement;2021;1;2021-03-31;644.0;194.0;5703.0;11095.0;19490107.0
M5 - Autres activités scientifiques et techniques;2021;1;2021-03-31;7831.0;1834.0;45637.0;91249.0;192989417.0
F2 - BTP travaux d'installation;2021;2;2021-06-30;4023.0;1363.0;37569.0;60909.0;294414199.0
KZ - Activités financières et d'assurance;2021;2;2021-06-30;1096.0;449.0;6147.0;12658.0;39354831.0
R1 - Arts, spectacles et autres activités récréatives;2021;2;2021-06-30;5159.0;1474.0;45331.0;100418.0;135547645.0
F3 - BTP travaux de finition;2021;3;2021-09-30;4757.0;1776.0;67477.0;108626.0;437874958.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2021;3;2021-09-30;2174.0;1285.0;32888.0;56087.0;186726179.0
KZ - Activités financières et d'assurance;2021;3;2021-09-30;943.0;430.0;6328.0;13171.0;42245717.0
CZ1 - Industrie;2021;4;2021-12-31;7967.0;9483.0;81949.0;118396.0;307578006.0
G2 - Commerce de gros, intermédiaires du commerce;2021;4;2021-12-31;4610.0;8211.0;31451.0;62149.0;254104879.0
HZ4 - Autres activités de transports et entreposage;2021;4;2021-12-31;304.0;777.0;2275.0;4413.0;9463081.0
LZ - Activités immobilières;2021;4;2021-12-31;4868.0;6970.0;25974.0;54364.0;244620207.0
R2 - Activités sportives;2021;4;2021-12-31;3005.0;4505.0;35733.0;53431.0;110680210.0
G1 - Commerce-réparation d'automobiles;2022;1;2022-03-31;4831.0;1587.0;23863.0;51708.0;115174010.0
G5 - Commerce de détail sur marchés non classé ailleurs;2022;1;2022-03-31;2255.0;717.0;29633.0;49576.0;80938099.0
IZ2 - Restauration et débits de boissons;2022;1;2022-03-31;3586.0;1603.0;26210.0;58727.0;128603046.0
KZ - Activités financières et d'assurance;2022;1;2022-03-31;1377.0;510.0;6618.0;13174.0;47565056.0
M5 - Autres activités scientifiques et techniques;2022;1;2022-03-31;7984.0;1881.0;52707.0;98672.0;239695697.0
N1 - Activités de nettoyage;2022;1;2022-03-31;9888.0;1635.0;53400.0;90988.0;202328829.0
R1 - Arts, spectacles et autres activités récréatives;2022;1;2022-03-31;7484.0;1802.0;55982.0;104531.0;177951501.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2022;2;2022-06-30;2586.0;1148.0;33185.0;55042.0;179977493.0
G2 - Commerce de gros, intermédiaires du commerce;2022;4;2022-12-31;3991.0;9085.4404827;31057.0;65547.0;240485018.0
G5 - Commerce de détail sur marchés non classé ailleurs;2022;4;2022-12-31;1364.0;4371.0298329;31927.0;48390.0;110696535.0
HZ2 - Transports routier de fret et déménagement;2022;4;2022-12-31;910.0;1321.9963669;2978.0;7613.0;10776552.0
HZ3 - Activités de poste et de courrier;2022;4;2022-12-31;12408.0;41375.780729;36220.0;186655.0;48446909.0
PZ - Enseignement;2022;4;2022-12-31;8638.0;11599.886161;87536.0;134894.0;348014495.0
AZ - Agriculture, sylviculture et pêche;2023;1;2023-03-31;149.0;30.0;2159.0;3203.0;8927731.0
F1 - BTP gros-oeuvre;2023;1;2023-03-31;5299.0;1332.0;45231.0;77793.0;309753352.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2023;1;2023-03-31;7096.0;1389.0;38117.0;77414.0;180944965.0
N1 - Activités de nettoyage;2023;1;2023-03-31;10457.0;1981.0;62338.0;110185.0;243545584.0
HZ2 - Transports routier de fret et déménagement;2023;2;2023-06-30;1260.0;315.0;3259.0;9601.0;11950452.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2023;2;2023-06-30;4301.0;1261.0;38533.0;80454.0;189199394.0
QZ - Santé;2023;2;2023-06-30;4110.0;1890.0;83203.0;114422.0;360104347.0
S3 - Autres services personnels;2023;2;2023-06-30;10825.0;3205.0;93121.0;154248.0;287265916.0
IZ1 - Hébergement;2023;3;2023-09-30;549.0;254.0;10597.0;13618.0;127189690.0
KZ - Activités financières et d'assurance;2023;3;2023-09-30;748.0;469.0;6472.0;14540.0;40412673.0
M1 - Activités juridiques;2023;3;2023-09-30;145.0;44.0;1470.0;2359.0;11550348.0
S1 - Réparations hors automobile;2023;3;2023-09-30;1293.0;542.0;22286.0;36130.0;84946849.0
G5 - Commerce de détail sur marchés non classé ailleurs;2023;4;2023-12-31;1780.0;4694.8675418;32309.0;49608.0;110648040.0
JZ - Informatique, information et communication;2023;4;2023-12-31;9250.0;16733.634654;59988.0;124726.0;471239855.0
R1 - Arts, spectacles et autres activités récréatives;2023;4;2023-12-31;7235.0;10923.785714;72055.0;128072.0;268458478.0
R2 - Activités sportives;2023;4;2023-12-31;3145.0;4845.190403;43810.0;68233.0;150361301.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2024;1;2024-03-31;335.0;173.0;2831.0;5655.0;16038115.0
HZ1 - Taxis - VTC;2024;1;2024-03-31;2999.0;847.0;15046.0;29736.0;62537025.0
HZ2 - Transports routier de fret et déménagement;2024;1;2024-03-31;1765.0;455.0;3669.0;11990.0;12104459.0
IZ2 - Restauration et débits de boissons;2024;1;2024-03-31;4231.0;1413.0;27784.0;59266.0;152810445.0
CZ1 - Industrie;2024;2;2024-06-30;8747.0;2259.0;93933.0;164612.0;343202439.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2024;2;2024-06-30;285.0;148.0;2871.0;5792.0;19272545.0
HZ1 - Taxis - VTC;2024;2;2024-06-30;3080.0;820.0;15830.0;31996.0;72746859.0
G2 - Commerce de gros, intermédiaires du commerce;2024;3;2024-09-30;2248.0;1472.0;27570.0;65632.0;191867041.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2024;3;2024-09-30;1922.0;968.0;32574.0;55666.0;188102969.0
HZ4 - Autres activités de transports et entreposage;2024;3;2024-09-30;566.0;129.0;2950.0;7355.0;14093422.0
IZ2 - Restauration et débits de boissons;2024;3;2024-09-30;4064.0;1561.0;32033.0;65495.0;244740905.0
LZ - Activités immobilières;2024;3;2024-09-30;4037.0;1941.0;27782.0;73042.0;240289237.0
HZ2 - Transports routier de fret et déménagement;2024;4;2024-12-31;2745.0;2431.7257039;4152.0;15750.0;14730078.0
S2 - Coiffure et soins du corps;2024;4;2024-12-31;7100.0;9848.0995496;91096.0;127942.0;312276977.0
LZ - Activités immobilières;2009;1;2009-03-31;1239.0;22.0;263.0;1218.0;1078380.0
F1 - BTP gros-oeuvre;2009;2;2009-06-30;3285.0;76.0;1759.0;5959.0;7825169.0
HZ4 - Autres activités de transports et entreposage;2009;2;2009-06-30;210.0;14.0;94.0;349.0;380630.0
R1 - Arts, spectacles et autres activités récréatives;2009;2;2009-06-30;4348.0;60.0;2361.0;7951.0;6269564.0
HZ4 - Autres activités de transports et entreposage;2009;4;2009-12-31;225.0;43.0;253.0;737.0;816464.0
IZ1 - Hébergement;2009;4;2009-12-31;190.0;72.0;1142.0;1765.0;3612667.0
M3 - Conseil pour les affaires et autres conseils de gestion;2009;4;2009-12-31;5493.0;849.0;7465.0;17506.0;39800735.0
S1 - Réparations hors automobile;2009;4;2009-12-31;2875.0;410.0;4117.0;9471.0;9787519.0
HZ3 - Activités de poste et de courrier;2010;2;2010-06-30;146.0;37.0;177.0;597.0;535338.0
N2 - Autres activités de service administratif et de soutien;2010;2;2010-06-30;4848.0;916.0;10747.0;26107.0;34664459.0
UZ - Autres;2010;2;2010-06-30;13.0;5.0;39.0;112.0;181435.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2010;3;2010-09-30;239.0;109.0;865.0;1809.0;5232668.0
S3 - Autres services personnels;2010;4;2010-12-31;3742.0;2569.0;12589.0;28147.0;30112574.0
HZ3 - Activités de poste et de courrier;2011;1;2011-03-31;159.0;73.0;251.0;827.0;807660.0
F1 - BTP gros-oeuvre;2011;2;2011-06-30;3387.0;2570.0;13148.0;29168.0;62716601.0
G1 - Commerce-réparation d'automobiles;2011;2;2011-06-30;1942.0;1442.0;5919.0;14155.0;27993054.0
R1 - Arts, spectacles et autres activités récréatives;2011;2;2011-06-30;3455.0;2578.0;15757.0;34392.0;38328655.0
IZ2 - Restauration et débits de boissons;2011;3;2011-09-30;1732.0;1409.0;8687.0;16785.0;55544673.0
S2 - Coiffure et soins du corps;2011;3;2011-09-30;3392.0;2003.0;24366.0;36054.0;58212919.0
G5 - Commerce de détail sur marchés non classé ailleurs;2012;1;2012-03-31;4658.0;2029.0;20949.0;39774.0;40216375.0
HZ3 - Activités de poste et de courrier;2012;1;2012-03-31;145.0;124.0;304.0;928.0;910662.0
S3 - Autres services personnels;2012;1;2012-03-31;3961.0;2580.0;17216.0;32470.0;40744028.0
CZ2 - Métiers de bouche;2012;2;2012-06-30;1710.0;990.0;7706.0;14006.0;29209512.0
M1 - Activités juridiques;2012;2;2012-06-30;104.0;52.0;649.0;1197.0;3309420.0
G1 - Commerce-réparation d'automobiles;2012;3;2012-09-30;2044.0;1323.0;8240.0;18140.0;36655210.0
IZ1 - Hébergement;2012;3;2012-09-30;306.0;150.0;3582.0;4341.0;28445878.0
LZ - Activités immobilières;2012;3;2012-09-30;1075.0;828.0;4840.0;10692.0;26149123.0
N1 - Activités de nettoyage;2012;3;2012-09-30;1723.0;1063.0;10772.0;18721.0;32656700.0
S3 - Autres services personnels;2012;3;2012-09-30;2673.0;2214.0;19002.0;33584.0;46724976.0
HZ2 - Transports routier de fret et déménagement;2012;4;2012-12-31;153.0;188.0;549.0;1268.0;1872278.0
HZ1 - Taxis - VTC;2013;1;2013-03-31;386.0;147.0;899.0;2033.0;2693118.0
S3 - Autres services personnels;2013;2;2013-06-30;2786.0;2314.0;21485.0;34565.0;54149326.0
G6 - Commerce de détail non spécialisé;2013;3;2013-09-30;2829.0;3018.0;17111.0;33385.0;52475072.0
M3 - Conseil pour les affaires et autres conseils de gestion;2013;3;2013-09-30;3162.0;2714.0;19383.0;40197.0;79018926.0
CZ1 - Industrie;2013;4;2013-12-31;3475.0;3180.0;31714.0;47197.0;91749564.0
M3 - Conseil pour les affaires et autres conseils de gestion;2013;4;2013-12-31;3847.0;4536.0;21335.0;39508.0;97243641.0
R2 - Activités sportives;2014;1;2014-03-31;1988.0;778.0;15682.0;23954.0;40806876.0
F2 - BTP travaux d'installation;2014;2;2014-06-30;2872.0;2115.0;18596.0;33266.0;87543293.0
HZ1 - Taxis - VTC;2014;2;2014-06-30;703.0;266.0;1568.0;3850.0;5420969.0
G2 - Commerce de gros, intermédiaires du commerce;2014;3;2014-09-30;2140.0;1855.0;11006.0;23687.0;47780462.0
G6 - Commerce de détail non spécialisé;2014;3;2014-09-30;2370.0;2661.0;17499.0;32862.0;53900105.0
G5 - Commerce de détail sur marchés non classé ailleurs;2014;4;2014-12-31;2506.0;3178.0;27571.0;45986.0;61605840.0
S2 - Coiffure et soins du corps;2014;4;2014-12-31;2962.0;4041.0;37270.0;48017.0;91017338.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2015;1;2015-03-31;3607.0;1638.0;21705.0;40793.0;63005168.0
F1 - BTP gros-oeuvre;2015;2;2015-06-30;3056.0;1253.0;23823.0;45992.0;104389971.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2015;2;2015-06-30;331.0;161.0;1671.0;3050.0;7347842.0
HZ4 - Autres activités de transports et entreposage;2015;2;2015-06-30;461.0;233.0;1597.0;4305.0;4640211.0
F1 - BTP gros-oeuvre;2015;3;2015-09-30;2300.0;1280.0;24046.0;47012.0;100159100.0
N1 - Activités de nettoyage;2015;3;2015-09-30;1994.0;909.0;17519.0;29050.0;52389293.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2015;4;2015-12-31;2582.0;6770.0;23905.0;38592.0;87747618.0
JZ - Informatique, information et communication;2015;4;2015-12-31;3114.0;8517.0;21875.0;40025.0;76540221.0
AZ - Agriculture, sylviculture et pêche;2016;1;2016-03-31;174.0;69.0;1470.0;2326.0;4181203.0
HZ4 - Autres activités de transports et entreposage;2016;1;2016-03-31;398.0;195.0;1505.0;3976.0;3995724.0
M1 - Activités juridiques;2016;1;2016-03-31;146.0;47.0;772.0;1351.0;3602317.0
HZ2 - Transports routier de fret et déménagement;2016;2;2016-06-30;301.0;110.0;932.0;2113.0;2762230.0
IZ1 - Hébergement;2016;2;2016-06-30;470.0;110.0;5301.0;6436.0;28931524.0
S3 - Autres services personnels;2016;2;2016-06-30;2998.0;1249.0;26927.0;41548.0;68986568.0
G2 - Commerce de gros, intermédiaires du commerce;2016;3;2016-09-30;2422.0;1207.0;13190.0;28849.0;64441464.0
G6 - Commerce de détail non spécialisé;2016;4;2016-12-31;2224.0;5611.0;18039.0;29234.0;70880911.0
HZ4 - Autres activités de transports et entreposage;2016;4;2016-12-31;280.0;957.0;1517.0;3557.0;5013752.0
JZ - Informatique, information et communication;2016;4;2016-12-31;3280.0;7844.0;23293.0;41472.0;85340401.0
PZ - Enseignement;2016;4;2016-12-31;4589.0;7378.0;46744.0;65219.0;148378535.0
G5 - Commerce de détail sur marchés non classé ailleurs;2017;1;2017-03-31;3110.0;1179.0;28022.0;47632.0;50707185.0
M1 - Activités juridiques;2017;1;2017-03-31;105.0;46.0;781.0;1282.0;3624860.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2017;1;2017-03-31;3019.0;953.0;16328.0;30625.0;55670810.0
PZ - Enseignement;2017;1;2017-03-31;5746.0;1719.0;46002.0;69246.0;142238281.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2017;3;2017-09-30;2464.0;1571.0;26180.0;43526.0;109558485.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2017;4;2017-12-31;2753.0;5832.0;25320.0;40447.0;99726927.0
M3 - Conseil pour les affaires et autres conseils de gestion;2017;4;2017-12-31;8459.0;10234.0;31371.0;62528.0;142409744.0
R2 - Activités sportives;2017;4;2017-12-31;2086.0;2891.0;22385.0;33224.0;62745511.0
G5 - Commerce de détail sur marchés non classé ailleurs;2018;1;2018-03-31;2847.0;955.0;28295.0;47846.0;55000239.0
HZ3 - Activités de poste et de courrier;2018;1;2018-03-31;9095.0;2003.0;8158.0;32587.0;12435900.0
HZ4 - Autres activités de transports et entreposage;2018;2;2018-06-30;338.0;142.0;1652.0;3808.0;5763938.0
G1 - Commerce-réparation d'automobiles;2018;3;2018-09-30;2384.0;1191.0;15847.0;32998.0;72436011.0
G6 - Commerce de détail non spécialisé;2018;3;2018-09-30;3374.0;1864.0;19825.0;38776.0;75141496.0
M5 - Autres activités scientifiques et techniques;2018;3;2018-09-30;4359.0;1975.0;35777.0;64984.0;135811794.0
G5 - Commerce de détail sur marchés non classé ailleurs;2018;4;2018-12-31;1522.0;4860.0;30577.0;46390.0;81286108.0
M5 - Autres activités scientifiques et techniques;2018;4;2018-12-31;4476.0;7154.0;38630.0;62306.0;160303945.0
F3 - BTP travaux de finition;2019;1;2019-03-31;6586.0;1720.0;51971.0;81397.0;295693935.0
KZ - Activités financières et d'assurance;2019;1;2019-03-31;1192.0;351.0;4278.0;8406.0;24596148.0
R1 - Arts, spectacles et autres activités récréatives;2019;1;2019-03-31;7400.0;2024.0;42432.0;77935.0;116489279.0
G6 - Commerce de détail non spécialisé;2019;2;2019-06-30;5191.0;1879.0;22388.0;44135.0;95004970.0
M1 - Activités juridiques;2019;2;2019-06-30;93.0;33.0;975.0;1418.0;7228950.0
N1 - Activités de nettoyage;2019;2;2019-06-30;4650.0;991.0;30945.0;47406.0;117305841.0
S1 - Réparations hors automobile;2019;2;2019-06-30;1401.0;511.0;17444.0;24645.0;61404434.0
F2 - BTP travaux d'installation;2019;4;2019-12-31;4039.0;3810.0;31048.0;45890.0;251794571.0
G5 - Commerce de détail sur marchés non classé ailleurs;2019;4;2019-12-31;1817.0;4163.0;30943.0;48183.0;93336251.0
G6 - Commerce de détail non spécialisé;2019;4;2019-12-31;5344.0;5339.0;24155.0;46476.0;118691874.0
CZ1 - Industrie;2020;1;2020-03-31;7460.0;1319.0;51415.0;89964.0;147635306.0
F2 - BTP travaux d'installation;2020;1;2020-03-31;4375.0;1068.0;29447.0;49197.0;185160099.0
R2 - Activités sportives;2020;1;2020-03-31;2716.0;698.0;28385.0;45363.0;84936448.0
KZ - Activités financières et d'assurance;2018;2;2018-06-30;838.0;317.0;3671.0;7452.0;18808290.0
N2 - Autres activités de service administratif et de soutien;2018;2;2018-06-30;3784.0;1461.0;27545.0;45103.0;103851589.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2018;3;2018-09-30;299.0;177.0;2070.0;3492.0;12872720.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2018;3;2018-09-30;2497.0;975.0;18999.0;36723.0;70404538.0
S2 - Coiffure et soins du corps;2018;3;2018-09-30;2760.0;1368.0;45308.0;57441.0;126600125.0
AZ - Agriculture, sylviculture et pêche;2018;4;2018-12-31;92.0;243.0;1827.0;2525.0;6385873.0
G1 - Commerce-réparation d'automobiles;2018;4;2018-12-31;2681.0;4706.0;16681.0;30973.0;95592783.0
R1 - Arts, spectacles et autres activités récréatives;2018;4;2018-12-31;5041.0;7895.0;43830.0;72559.0;131315852.0
R2 - Activités sportives;2018;4;2018-12-31;2144.0;2936.0;25749.0;37814.0;76528650.0
S3 - Autres services personnels;2018;4;2018-12-31;4704.0;5701.0;37111.0;54030.0;102036419.0
M1 - Activités juridiques;2019;1;2019-03-31;159.0;46.0;923.0;1358.0;6024886.0
PZ - Enseignement;2019;1;2019-03-31;7530.0;2281.0;56366.0;85457.0;190300148.0
